序号,词名称,全局词频,文档频率,平均TF-IDF
4485,劣势,24,9,9.656467379478942e-05
21544,涌现出,6,2,9.647928416814756e-05
14879,省份,8,2,9.646005291138906e-05
21035,王恩茂,6,2,9.645711584381817e-05
21017,郑宏,6,2,9.645711584381817e-05
21016,王熠琛,6,2,9.645711584381817e-05
16916,机主,11,3,9.645402064489723e-05
19886,分裂,6,2,9.63898661506018e-05
21141,手算,8,2,9.635693063955253e-05
18835,挑选,13,4,9.632985451566853e-05
36560,波动性,10,3,9.61765472623781e-05
19181,而分,3,2,9.61367122074162e-05
3349,十号,17,6,9.612433078432666e-05
12645,斜率,12,5,9.610646640439127e-05
32297,删减,14,3,9.609205404838023e-05
30377,抑,3,2,9.599216999627896e-05
29894,抓好,5,2,9.598701098489069e-05
11330,六位,10,3,9.591102194887505e-05
19093,教导,20,6,9.588467767289936e-05
27558,特险,2,2,9.588363100544729e-05
14921,原岩,10,3,9.587758853250786e-05
16080,承诺,27,8,9.580418671182447e-05
1119,涨大,2,1,9.57670944263551e-05
3549,发射装置,2,1,9.57670944263551e-05
900,焊补,2,1,9.57670944263551e-05
3176,垫子,2,1,9.57670944263551e-05
3186,抗干扰,2,1,9.57670944263551e-05
3411,缺油,2,1,9.57670944263551e-05
3548,上吊,2,1,9.57670944263551e-05
1107,白色,2,1,9.57670944263551e-05
1003,风炮,2,1,9.57670944263551e-05
996,对角,2,1,9.57670944263551e-05
995,自内而外,2,1,9.57670944263551e-05
993,两滴,2,1,9.57670944263551e-05
992,滴上,2,1,9.57670944263551e-05
1131,涨,2,1,9.57670944263551e-05
1558,滑块,2,1,9.57670944263551e-05
1554,夹钳,2,1,9.57670944263551e-05
3653,电器元件,2,1,9.57670944263551e-05
3553,咔,2,1,9.57670944263551e-05
1546,插销,2,1,9.57670944263551e-05
3576,烧毁,2,1,9.57670944263551e-05
2586,腔体,2,1,9.57670944263551e-05
1855,先天,2,1,9.57670944263551e-05
3602,刹车片,2,1,9.57670944263551e-05
1540,旋进,2,1,9.57670944263551e-05
3568,何柔,2,1,9.57670944263551e-05
3609,玛格,2,1,9.57670944263551e-05
3810,按钮开关,2,1,9.57670944263551e-05
1106,夜班,2,1,9.57670944263551e-05
3615,弯曲处,2,1,9.57670944263551e-05
3794,低限为,2,1,9.57670944263551e-05
3623,接线柱,2,1,9.57670944263551e-05
3643,主观原因,2,1,9.57670944263551e-05
3151,开阀,2,1,9.57670944263551e-05
2552,中缸,2,1,9.57670944263551e-05
3162,管中,2,1,9.57670944263551e-05
2556,调至,2,1,9.57670944263551e-05
2535,组处,2,1,9.57670944263551e-05
2550,铭牌,2,1,9.57670944263551e-05
507,糊在,2,1,9.57670944263551e-05
3286,穿管,2,1,9.57670944263551e-05
3292,电子设备,2,1,9.57670944263551e-05
3481,未装,2,1,9.57670944263551e-05
1633,由换,2,1,9.57670944263551e-05
3474,定子,2,1,9.57670944263551e-05
1604,丝孔,2,1,9.57670944263551e-05
1590,泄压阀,2,1,9.57670944263551e-05
957,原装,2,1,9.57670944263551e-05
3452,变色,2,1,9.57670944263551e-05
3450,3999,2,1,9.57670944263551e-05
1262,耳朵,2,1,9.57670944263551e-05
332,防松剂,2,1,9.57670944263551e-05
1232,油头,2,1,9.57670944263551e-05
3425,相窜,2,1,9.57670944263551e-05
1191,挡泥,2,1,9.57670944263551e-05
1206,顶丝,2,1,9.57670944263551e-05
3381,及板片,2,1,9.57670944263551e-05
3482,摩擦片,2,1,9.57670944263551e-05
3284,接在,2,1,9.57670944263551e-05
3486,不正,2,1,9.57670944263551e-05
973,顺丝,2,1,9.57670944263551e-05
2548,153939,2,1,9.57670944263551e-05
3395,刘征,2,1,9.57670944263551e-05
1582,收不到,2,1,9.57670944263551e-05
3206,焊锡,2,1,9.57670944263551e-05
3211,电磁感应,2,1,9.57670944263551e-05
2499,臂侧,2,1,9.57670944263551e-05
2498,红蓝,2,1,9.57670944263551e-05
937,或抗,2,1,9.57670944263551e-05
3487,摇摆,2,1,9.57670944263551e-05
3227,大地,2,1,9.57670944263551e-05
972,丝攻,2,1,9.57670944263551e-05
1157,毛刺,2,1,9.57670944263551e-05
940,取断,2,1,9.57670944263551e-05
3242,直击雷,2,1,9.57670944263551e-05
2460,关卡,2,1,9.57670944263551e-05
3498,吊机溜车,2,1,9.57670944263551e-05
2183,拆泵,2,1,9.57670944263551e-05
3601,过热,2,1,9.57670944263551e-05
2273,卖方,2,1,9.57670944263551e-05
2036,镜子,2,1,9.57670944263551e-05
2322,组上,2,1,9.57670944263551e-05
2134,棕色,2,1,9.57670944263551e-05
219,钝角,2,1,9.57670944263551e-05
112,原配,2,1,9.57670944263551e-05
1774,玻璃胶,2,1,9.57670944263551e-05
2117,煤油,2,1,9.57670944263551e-05
2108,达卡,2,1,9.57670944263551e-05
67,前仓,2,1,9.57670944263551e-05
233,圆盘,2,1,9.57670944263551e-05
2615,节流,2,1,9.57670944263551e-05
673,改型,2,1,9.57670944263551e-05
630,多度,2,1,9.57670944263551e-05
2795,路液,2,1,9.57670944263551e-05
254,本该,2,1,9.57670944263551e-05
1730,开焊,2,1,9.57670944263551e-05
2796,控阀,2,1,9.57670944263551e-05
2797,背压阀,2,1,9.57670944263551e-05
115,偏钝,2,1,9.57670944263551e-05
1869,脏,2,1,9.57670944263551e-05
763,球齿,2,1,9.57670944263551e-05
2759,十吨,2,1,9.57670944263551e-05
3034,碰断,2,1,9.57670944263551e-05
2247,桶盖,2,1,9.57670944263551e-05
1873,白班,2,1,9.57670944263551e-05
1882,虚接,2,1,9.57670944263551e-05
2214,出油口,2,1,9.57670944263551e-05
850,后刀,2,1,9.57670944263551e-05
2195,几下,2,1,9.57670944263551e-05
836,渐次,2,1,9.57670944263551e-05
778,大增,2,1,9.57670944263551e-05
2192,不保压,2,1,9.57670944263551e-05
2186,误动作,2,1,9.57670944263551e-05
830,其刀,2,1,9.57670944263551e-05
804,加到,2,1,9.57670944263551e-05
2164,阀体,2,1,9.57670944263551e-05
2146,流进,2,1,9.57670944263551e-05
2145,仓反,2,1,9.57670944263551e-05
2806,备品备件,2,1,9.57670944263551e-05
2040,铜棒,2,1,9.57670944263551e-05
2337,脏物,2,1,9.57670944263551e-05
2916,太厚,2,1,9.57670944263551e-05
2865,从动,2,1,9.57670944263551e-05
2002,二次污染,2,1,9.57670944263551e-05
307,刀型,2,1,9.57670944263551e-05
319,三角铁,2,1,9.57670944263551e-05
2343,偶件,2,1,9.57670944263551e-05
1984,威卡,2,1,9.57670944263551e-05
2936,晚上,2,1,9.57670944263551e-05
566,仓液,2,1,9.57670944263551e-05
1975,干燥剂,2,1,9.57670944263551e-05
2940,内膜,2,1,9.57670944263551e-05
2360,斜盘,2,1,9.57670944263551e-05
1956,断续,2,1,9.57670944263551e-05
3024,长轴,2,1,9.57670944263551e-05
3033,传输线,2,1,9.57670944263551e-05
2011,拆卸法,2,1,9.57670944263551e-05
2299,供货,2,1,9.57670944263551e-05
1702,签到,2,1,9.57670944263551e-05
2032,螺丝刀,2,1,9.57670944263551e-05
2820,吸浆,2,1,9.57670944263551e-05
2818,一闭,2,1,9.57670944263551e-05
3828,以太网,2,1,9.57670944263551e-05
1449,领班,2,1,9.57670944263551e-05
2817,一开,2,1,9.57670944263551e-05
2808,阀板,2,1,9.57670944263551e-05
19621,季,10,3,9.576475498410281e-05
16604,横剖面,8,4,9.576413874717228e-05
21279,0224,2,2,9.564582289269226e-05
10514,灏,6,2,9.560641976128558e-05
29710,沈刚,6,2,9.559467115086895e-05
14303,管对,6,3,9.556989666233366e-05
13447,资格,22,7,9.539809378061738e-05
6654,该地,14,7,9.538598500350602e-05
25505,后均,6,3,9.537130214499352e-05
26279,511,12,7,9.536174365514122e-05
21509,现出,10,4,9.530932372135364e-05
29630,宂,8,2,9.52938577934013e-05
10326,特征描述,24,7,9.52907643197217e-05
20578,1601,9,4,9.528108234839576e-05
31161,桥处,6,2,9.522863993015905e-05
31084,马路,6,2,9.522863993015905e-05
12457,203,39,19,9.522333805691042e-05
39723,新近,10,3,9.517177176409294e-05
30605,台站,6,2,9.514185131557334e-05
13123,企,35,10,9.513289289158689e-05
9979,态及,3,2,9.504658362288923e-05
12700,377,13,7,9.497695999995821e-05
21209,恳请,20,6,9.492738902704462e-05
21063,损失估计,6,2,9.492200147351528e-05
31187,挖机,6,2,9.488737704580131e-05
12552,性越,8,4,9.484703569777597e-05
6057,白峰,10,3,9.474872027527689e-05
6304,授予,46,13,9.473265424322328e-05
4752,山体,14,7,9.470364153165518e-05
16114,附,62,16,9.460278376732537e-05
12227,较重,7,3,9.451856396824508e-05
10408,观点,48,14,9.448214120361753e-05
16091,五大,24,7,9.443910391569932e-05
9736,变体,14,4,9.441792906033196e-05
29716,邸,6,2,9.439765577420966e-05
29717,迎涛,6,2,9.439765577420966e-05
21781,2035,6,4,9.437095249969235e-05
32503,国土资源,8,2,9.430298436430901e-05
27904,石材,8,2,9.428253176143215e-05
30446,魏怀,6,3,9.423269826249274e-05
27175,481,5,3,9.423000595504356e-05
16110,祖国,8,2,9.422342643751848e-05
18863,删,6,2,9.417043945184354e-05
18811,屏幕,6,2,9.413921235299744e-05
21482,冻伤,3,2,9.409009367896194e-05
2922,怀疑,5,2,9.39943130111422e-05
13479,木工,16,7,9.394093733369501e-05
26626,图谱,18,5,9.39366921594226e-05
20532,按原,5,2,9.391579115571357e-05
30613,等同于,6,2,9.390119462934768e-05
19618,感恩,18,6,9.389890465738722e-05
24050,980,7,3,9.387489597944461e-05
18996,北京邮电大学,6,2,9.38627113383793e-05
18595,封装,9,3,9.384359205922333e-05
26675,内部空间,6,2,9.377147918910625e-05
17943,957,3,2,9.376449567722136e-05
1019,2324,5,2,9.375562630892178e-05
13728,激励,12,6,9.375348746072327e-05
4249,数学计算,12,6,9.374506250793817e-05
23090,10941593,3,1,9.370607527721381e-05
23291,3120,3,1,9.370607527721381e-05
14356,唐代,12,4,9.364227325813973e-05
19143,十三,10,5,9.363743557350287e-05
15381,明明,10,3,9.357434841983158e-05
26249,每方,8,2,9.355172930406623e-05
23904,转变成,6,2,9.352977552439274e-05
4397,何种,24,9,9.351342133396808e-05
7443,写作,14,4,9.343108773617166e-05
10165,安全级别,6,2,9.343102272903829e-05
4074,交通线,14,7,9.342244514730381e-05
28185,前段时间,6,2,9.341927411862168e-05
28860,自动控制,9,3,9.333860374338755e-05
15449,3432,6,2,9.333409466597753e-05
17070,动力装置,8,2,9.332857364787464e-05
39817,骤然,4,1,9.332275675423454e-05
39784,朝钢,4,1,9.332275675423454e-05
39791,从钢,4,1,9.332275675423454e-05
39795,端基,4,1,9.332275675423454e-05
39800,盖端,4,1,9.332275675423454e-05
39666,陈星欣,4,1,9.332275675423454e-05
40027,20203,4,1,9.332275675423454e-05
39816,该钢,4,1,9.332275675423454e-05
39958,仁政,4,1,9.332275675423454e-05
39959,邱泓滔,4,1,9.332275675423454e-05
39903,割断,4,1,9.332275675423454e-05
39862,取大,4,1,9.332275675423454e-05
39863,取小,4,1,9.332275675423454e-05
39864,取大取,4,1,9.332275675423454e-05
39940,相知,4,1,9.332275675423454e-05
39877,源有,4,1,9.332275675423454e-05
39880,高一层,4,1,9.332275675423454e-05
39772,点值,4,1,9.332275675423454e-05
39918,行李箱,4,1,9.332275675423454e-05
39922,这名,4,1,9.332275675423454e-05
39668,翟梁旭,4,1,9.332275675423454e-05
39631,铁框,4,1,9.332275675423454e-05
39687,任新伟,4,1,9.332275675423454e-05
39676,车晨阳,4,1,9.332275675423454e-05
39675,花燕舟,4,1,9.332275675423454e-05
39615,选择对象,4,1,9.332275675423454e-05
39674,徐应祥,4,1,9.332275675423454e-05
39634,卢礼顺,4,1,9.332275675423454e-05
39635,刘洪波,4,1,9.332275675423454e-05
39639,刘阳君,4,1,9.332275675423454e-05
39640,杨智麟,4,1,9.332275675423454e-05
39641,羊涛,4,1,9.332275675423454e-05
39642,生光,4,1,9.332275675423454e-05
39643,李森,4,1,9.332275675423454e-05
39673,陈珊东,4,1,9.332275675423454e-05
39644,赵洪岩,4,1,9.332275675423454e-05
39647,徐锦斌,4,1,9.332275675423454e-05
39648,傅聪,4,1,9.332275675423454e-05
39649,吉武军,4,1,9.332275675423454e-05
39652,曹建辉,4,1,9.332275675423454e-05
39653,黄裕锋,4,1,9.332275675423454e-05
39669,密封门,4,1,9.332275675423454e-05
39658,铁板,4,1,9.332275675423454e-05
39659,陈树茂,4,1,9.332275675423454e-05
39660,方一航,4,1,9.332275675423454e-05
39661,袁梦,4,1,9.332275675423454e-05
39663,李恒,4,1,9.332275675423454e-05
39664,许红民,4,1,9.332275675423454e-05
39682,杨胜斌,4,1,9.332275675423454e-05
39806,底所受,4,1,9.332275675423454e-05
39688,熊祥斌,4,1,9.332275675423454e-05
39769,模糊地,4,1,9.332275675423454e-05
39766,相对效率,4,1,9.332275675423454e-05
39693,收取,4,1,9.332275675423454e-05
39695,轴侧,4,1,9.332275675423454e-05
39755,权威专家,4,1,9.332275675423454e-05
39721,灰褐,4,1,9.332275675423454e-05
4583,据统计,14,6,9.33149568259609e-05
2355,放大,19,9,9.330688413490361e-05
16792,896,8,4,9.329440820308438e-05
42185,如前,8,2,9.327363653624978e-05
2175,一名,30,10,9.326053386344287e-05
7294,穿戴,8,3,9.318714891118659e-05
34288,3310,2,2,9.316405975526759e-05
20040,黄河路,10,3,9.314817089470919e-05
14194,每延米,6,3,9.305761016878063e-05
21064,信心,18,8,9.303851612782475e-05
27821,核对表,6,2,9.303437507670863e-05
29690,事实证明,6,2,9.30309100735064e-05
29821,分类整理,6,2,9.30309100735064e-05
12607,最能,10,5,9.301867565487734e-05
13470,1890,10,2,9.2995451576212e-05
7191,营救,6,2,9.296379223901947e-05
18877,交由,7,3,9.293564626546193e-05
4901,绪,24,7,9.291847620805793e-05
26670,圆柱体,6,2,9.290592547287178e-05
16102,意大利,16,4,9.285879851142672e-05
32026,2200,3,2,9.282339245471569e-05
16979,杨永强,6,2,9.281913625365641e-05
25707,步中,8,2,9.281155344886813e-05
4382,讲,20,7,9.278525658376826e-05
20498,筛除,12,3,9.278255315303162e-05
31095,徐国,14,4,9.275944167183063e-05
16750,494,11,6,9.268907588647112e-05
11156,极有,14,6,9.26879268687084e-05
16247,承包,13,6,9.261687837282868e-05
5096,颁布,30,11,9.260655106995673e-05
16146,1897,6,3,9.258308162894458e-05
3740,叙述,23,8,9.256482732257716e-05
22690,实用价值,10,3,9.253911152107596e-05
18084,1698,5,3,9.250953963702873e-05
6119,提炼,16,5,9.22955971075497e-05
10413,代数,14,4,9.229326205501928e-05
33484,湖涌,20,5,9.228306465197642e-05
9799,解释性,12,3,9.227273596421053e-05
28097,第二批,6,2,9.222225874196237e-05
28606,规模化,8,2,9.219007169449913e-05
18242,和谐,16,8,9.217642147755504e-05
14110,1208,1,1,9.216589861751152e-05
14205,7408,1,1,9.216589861751152e-05
14251,130150,1,1,9.216589861751152e-05
14257,300350,1,1,9.216589861751152e-05
14146,1209,1,1,9.216589861751152e-05
14166,1210,1,1,9.216589861751152e-05
14277,间盾,1,1,9.216589861751152e-05
14278,次通,1,1,9.216589861751152e-05
14124,5370,1,1,9.216589861751152e-05
14184,28200,1,1,9.216589861751152e-05
14305,100200,1,1,9.216589861751152e-05
14354,1217,1,1,9.216589861751152e-05
14393,58767511,1,1,9.216589861751152e-05
14185,25100,1,1,9.216589861751152e-05
14186,22100,1,1,9.216589861751152e-05
14396,10028,1,1,9.216589861751152e-05
14120,闭套,1,1,9.216589861751152e-05
14400,728,1,1,9.216589861751152e-05
14406,墙前,1,1,9.216589861751152e-05
14201,3392,1,1,9.216589861751152e-05
14136,程重,1,1,9.216589861751152e-05
14192,1211,1,1,9.216589861751152e-05
2917,进浆口,4,2,9.2145567913971e-05
2372,某组,4,2,9.2145567913971e-05
3125,油位,4,2,9.2145567913971e-05
477,肋板,4,2,9.2145567913971e-05
3530,委托,25,10,9.21095485753442e-05
16520,忽略不计,28,12,9.208811638553808e-05
20783,绍,12,6,9.202243641161046e-05
3724,任一,14,7,9.201965196770705e-05
13387,提早,6,3,9.201602670568551e-05
23808,号断,8,2,9.196152075808269e-05
27813,富足,6,2,9.194321155738276e-05
13564,受此,9,3,9.192773392698234e-05
1897,没,34,11,9.192043429927382e-05
23181,762,5,3,9.187569533078265e-05
22714,市场竞争,6,2,9.187037581543189e-05
24041,909,3,2,9.186884859990818e-05
17935,826,5,3,9.179586611373268e-05
33988,例行,8,3,9.177916528947055e-05
19098,衷心,20,6,9.163697032231321e-05
28648,碳化钨,6,3,9.155935529117626e-05
15127,验收报告,6,2,9.155439877575214e-05
5330,632,6,4,9.154520524759533e-05
26326,力力力,11,3,9.151765478932362e-05
16107,下标,6,2,9.150929293764359e-05
31331,1805,7,4,9.148137627633027e-05
5971,众,17,8,9.146035980350056e-05
41961,为梁,10,2,9.144759036592571e-05
3196,越短,15,5,9.141419742598259e-05
6475,人来,8,3,9.136329622858332e-05
25609,丧失,12,5,9.132094103465832e-05
13504,调动,12,5,9.128599485296125e-05
26614,微分方程,14,3,9.12478412277305e-05
14804,梅江,8,2,9.109229664809254e-05
19879,扑,5,3,9.106778206532316e-05
16068,十一月,4,1,9.106638739641199e-05
16629,七年,4,1,9.106638739641199e-05
16218,安红刚,4,1,9.106638739641199e-05
16292,吊梁,4,1,9.106638739641199e-05
16381,如发,4,1,9.106638739641199e-05
17015,用户手册,4,1,9.106638739641199e-05
16298,出碴土,4,1,9.106638739641199e-05
16393,沉起值,4,1,9.106638739641199e-05
16844,王李管,4,1,9.106638739641199e-05
16678,男士,4,1,9.106638739641199e-05
16426,引至盾,4,1,9.106638739641199e-05
16313,蒙脱,4,1,9.106638739641199e-05
16065,2201890035,4,1,9.106638739641199e-05
16797,20093,4,1,9.106638739641199e-05
16796,段绍,4,1,9.106638739641199e-05
16794,兰宇,4,1,9.106638739641199e-05
16201,陈世超,4,1,9.106638739641199e-05
16403,构已,4,1,9.106638739641199e-05
16601,牋,4,1,9.106638739641199e-05
16425,稳定剂,4,1,9.106638739641199e-05
17071,马大,4,1,9.106638739641199e-05
16590,安定剂,4,1,9.106638739641199e-05
16197,郭汉章,4,1,9.106638739641199e-05
16193,双彬,4,1,9.106638739641199e-05
16234,孙银娟,4,1,9.106638739641199e-05
16514,旱季,4,1,9.106638739641199e-05
16123,留学,4,1,9.106638739641199e-05
16278,罗宾斯,4,1,9.106638739641199e-05
16641,晏,4,1,9.106638739641199e-05
17057,环型,4,1,9.106638739641199e-05
16265,设出,4,1,9.106638739641199e-05
16640,胡新丽,4,1,9.106638739641199e-05
16318,水溶性,4,1,9.106638739641199e-05
16235,胥稳,4,1,9.106638739641199e-05
16694,表哥,4,1,9.106638739641199e-05
16438,张社荣,4,1,9.106638739641199e-05
16233,潘俊,4,1,9.106638739641199e-05
16229,跟现,4,1,9.106638739641199e-05
16642,鄂川,4,1,9.106638739641199e-05
17056,自由式,4,1,9.106638739641199e-05
16362,沉小,4,1,9.106638739641199e-05
17035,标靶,4,1,9.106638739641199e-05
11653,公益林,12,3,9.100980764835814e-05
25240,新奥法,22,6,9.100549357213469e-05
4223,袁勇,10,3,9.090124535536483e-05
29813,召集,5,3,9.086130637870223e-05
35048,钢架,10,4,9.086076242415106e-05
26669,概貌,8,2,9.085141448880953e-05
26682,挤入,8,2,9.085141448880953e-05
9725,斯德哥尔摩,14,7,9.08272525893262e-05
31083,杨珊,6,2,9.082363067281965e-05
15390,赵云,14,6,9.081549544927964e-05
23845,相切,7,4,9.07576061348825e-05
34860,966,3,2,9.069947378028595e-05
26668,运往,6,2,9.069806038954062e-05
23754,土砾,10,3,9.06525256183604e-05
16620,支柱,6,2,9.064373922140912e-05
10658,山岭,24,7,9.054788897228446e-05
20900,杨冰,3,2,9.049951768220765e-05
7359,模拟系统,6,2,9.048247886656818e-05
19891,由大到,14,5,9.046477820564338e-05
7142,专管,7,3,9.045165357759293e-05
29810,畅所欲言,6,2,9.044946354839253e-05
25939,1711,8,4,9.042161437021515e-05
25325,临空,12,6,9.039460575041419e-05
12599,6107,3,2,9.0354622411226e-05
12738,109386,3,2,9.0354622411226e-05
12603,2991,3,2,9.0354622411226e-05
12602,19230,3,2,9.0354622411226e-05
26628,排名,24,6,9.033147522540068e-05
11332,十年,14,4,9.028867940111794e-05
19176,数对,12,6,9.027706879047548e-05
13130,独创性,15,5,9.025819488273089e-05
29026,算术,16,4,9.019141227644148e-05
14819,门雪,14,5,9.018799934167562e-05
30004,汾,6,2,9.014173543492829e-05
23626,王旭春,6,2,9.011650939556452e-05
47396,学硕,3,1,8.99658129910634e-05
47395,京交,3,1,8.99658129910634e-05
11135,计划性,16,4,8.986354321041342e-05
5467,乱,6,2,8.979825634406561e-05
38388,韶华,8,2,8.966724705508061e-05
1778,最初,53,18,8.960579117251027e-05
29787,动化,9,5,8.958360175684342e-05
13719,工资,6,2,8.95607098080777e-05
17939,823,3,2,8.955272974330375e-05
41900,插图,8,2,8.951171376387128e-05
36443,递归,7,2,8.948901827363823e-05
26255,结实,6,2,8.946019685935277e-05
10941,用作,12,7,8.944732895742072e-05
13949,周正,8,4,8.944314005344072e-05
16166,度角,3,2,8.944215359000179e-05
45241,细则,6,2,8.943836412722632e-05
7480,谢意,36,11,8.943389335495258e-05
41441,业务流程,6,2,8.937686762466495e-05
13508,致力于,28,7,8.92996951100264e-05
31393,中级职称,6,2,8.928851630251675e-05
31394,初级职称,6,2,8.928851630251675e-05
12705,吉林大学,18,8,8.928497816014314e-05
13596,抓,8,3,8.924631794812047e-05
25536,偏态,8,2,8.922050731889023e-05
13450,权责,6,2,8.920625561548036e-05
26582,官网,8,2,8.917431012336722e-05
44912,陆新鑫,6,2,8.908276454625714e-05
13858,可凿,6,2,8.904505808390306e-05
15386,丁敏,10,3,8.901277257735494e-05
18883,每台,8,3,8.899180728664876e-05
28402,集体,15,7,8.898431425134896e-05
27846,笑,6,2,8.897062870372699e-05
27902,非圆,6,2,8.897062870372699e-05
27809,家庭,6,2,8.897062870372699e-05
36592,张品,6,2,8.894713457594228e-05
29941,為,9,3,8.893745830977084e-05
13258,后侧,11,6,8.891401505632829e-05
13868,门吊,5,3,8.890520802126534e-05
5832,申,15,9,8.888739706166484e-05
5411,高新技术,6,3,8.886862787653144e-05
38368,树形,8,2,8.886862480006222e-05
30112,代价,12,5,8.88606955448717e-05
6169,片面,18,6,8.875296698801418e-05
10583,与工,40,15,8.87345630878967e-05
6900,充分性,12,4,8.869199305222871e-05
4640,北东,8,3,8.866133486615036e-05
5497,体检,8,3,8.866133486615036e-05
23632,关系式,18,6,8.86335131161178e-05
23337,571,5,3,8.860347658311644e-05
13347,仅凭,6,2,8.855133395747397e-05
3287,金属管,4,2,8.852404140158689e-05
23267,中国科学院,6,2,8.848781312473316e-05
26075,险峰,8,2,8.847435498300479e-05
10226,调优,10,3,8.84702211880772e-05
39360,等价关系,8,2,8.84376916986651e-05
30409,既要,6,3,8.84176541947125e-05
2729,降落,3,2,8.835626859896354e-05
2711,起顶,3,2,8.835626859896354e-05
1008,扩孔,3,2,8.835626859896354e-05
26933,王建平,8,2,8.830924209482823e-05
27971,翻板,10,4,8.824189348035192e-05
1642,拍照,9,4,8.824149849422654e-05
16908,20125,3,2,8.823733143074499e-05
4168,伦敦,26,9,8.819311282197682e-05
18505,立足于,8,3,8.815799397342445e-05
32400,价云,8,2,8.81514887047902e-05
4267,李小浩,12,4,8.804504635078886e-05
9992,另一侧,6,3,8.802763658307979e-05
13225,法分析,24,12,8.801304509083528e-05
27997,该法,6,2,8.799179589739915e-05
22680,粗放,6,2,8.796921244023614e-05
11360,机都,6,2,8.795102057669627e-05
27180,932,6,4,8.777301121155947e-05
28802,软塑流,4,1,8.772122195662186e-05
28623,房忠栋,4,1,8.772122195662186e-05
28649,杨育,4,1,8.772122195662186e-05
28757,郝彤,4,1,8.772122195662186e-05
28750,胡承雄,4,1,8.772122195662186e-05
28628,郑映旭,4,1,8.772122195662186e-05
28842,六根,4,1,8.772122195662186e-05
28650,僧,4,1,8.772122195662186e-05
28855,刷刷,4,1,8.772122195662186e-05
28821,岩样,4,1,8.772122195662186e-05
28629,李金奎,4,1,8.772122195662186e-05
28624,王大,4,1,8.772122195662186e-05
28856,第三道,4,1,8.772122195662186e-05
28643,谢海旭,4,1,8.772122195662186e-05
28631,刘道炎,4,1,8.772122195662186e-05
28656,欧孝夺,4,1,8.772122195662186e-05
28753,万玉纲,4,1,8.772122195662186e-05
28654,徐恒国,4,1,8.772122195662186e-05
28625,苏鹏,4,1,8.772122195662186e-05
28639,阜灵,4,1,8.772122195662186e-05
28763,许福,4,1,8.772122195662186e-05
28626,宋二祥,4,1,8.772122195662186e-05
28673,崔学忠,4,1,8.772122195662186e-05
28747,施用,4,1,8.772122195662186e-05
28999,组号,4,1,8.772122195662186e-05
28699,许凯,4,1,8.772122195662186e-05
28702,隧比,4,1,8.772122195662186e-05
29006,圆模,4,1,8.772122195662186e-05
29005,截锥,4,1,8.772122195662186e-05
28704,屈若枫,4,1,8.772122195662186e-05
28615,复垦,4,1,8.772122195662186e-05
28707,谢琪,4,1,8.772122195662186e-05
28589,彭雨,4,1,8.772122195662186e-05
28710,代永文,4,1,8.772122195662186e-05
28992,称取,4,1,8.772122195662186e-05
29080,富裕,4,1,8.772122195662186e-05
28712,刘扬,4,1,8.772122195662186e-05
28978,二氧化硅,4,1,8.772122195662186e-05
28976,水解,4,1,8.772122195662186e-05
29012,物理化学,4,1,8.772122195662186e-05
28696,张政,4,1,8.772122195662186e-05
28663,刘建芳,4,1,8.772122195662186e-05
29147,20219,4,1,8.772122195662186e-05
28687,田翻,4,1,8.772122195662186e-05
29040,时初,4,1,8.772122195662186e-05
29042,送性,4,1,8.772122195662186e-05
28684,孙尚渠,4,1,8.772122195662186e-05
28683,赖永标,4,1,8.772122195662186e-05
28670,谭贻荣,4,1,8.772122195662186e-05
28681,臧守杰,4,1,8.772122195662186e-05
28609,径离,4,1,8.772122195662186e-05
29060,该浆材,4,1,8.772122195662186e-05
29065,内浆材,4,1,8.772122195662186e-05
29066,絮状,4,1,8.772122195662186e-05
28677,虞程林,4,1,8.772122195662186e-05
28674,线外,4,1,8.772122195662186e-05
28971,塑限,4,1,8.772122195662186e-05
28946,体应,4,1,8.772122195662186e-05
28916,若覆,4,1,8.772122195662186e-05
28732,柏林,4,1,8.772122195662186e-05
28658,马福东,4,1,8.772122195662186e-05
28960,类级,4,1,8.772122195662186e-05
28951,对岩柱,4,1,8.772122195662186e-05
28729,王曰国,4,1,8.772122195662186e-05
28922,对岩,4,1,8.772122195662186e-05
28640,雷进,4,1,8.772122195662186e-05
28737,王俊斌,4,1,8.772122195662186e-05
28932,21104,4,1,8.772122195662186e-05
28895,洞宜,4,1,8.772122195662186e-05
28720,脲醛树脂,4,1,8.772122195662186e-05
28894,2125,4,1,8.772122195662186e-05
11094,警觉,10,3,8.769357283342332e-05
10654,曹鹏,24,7,8.763719333233442e-05
23092,集中度,6,2,8.762921539228295e-05
30438,能化,6,3,8.759078312144575e-05
21649,将来,12,4,8.756088942406152e-05
5215,投保,6,2,8.755003670684628e-05
4283,张姗磊,6,2,8.755003670684628e-05
4364,一门,17,9,8.726959323056545e-05
33640,635,3,2,8.723174497159542e-05
7309,取证,11,5,8.719835386314655e-05
12727,731,3,2,8.71853473553998e-05
14764,绿化,12,7,8.717382401603316e-05
23239,感染,7,3,8.708692716303913e-05
5802,教师,53,26,8.708600699076018e-05
13853,底盘,6,2,8.706720161731076e-05
11427,两轮,13,5,8.692628598437519e-05
7017,尸,8,3,8.687147814658818e-05
14866,同比,10,5,8.685460527734808e-05
19087,关心,22,7,8.68109389840893e-05
33863,水塘,6,2,8.672006245347742e-05
